Route,Year,Month,Revenue_Passengers,Aircraft_Trips,Rev Pax,Distance,RPKs,ASKs,Seats,
ABX-SYD,2014,7,"19,747",589,65.8,452,"8,925,644","13,563,164","30,007",
ABX-SYD,2014,8,"21,085",573,69.2,452,"9,530,420","13,775,604","30,477", 
ABX-SYD,2014,9,"20,138",536,67.5,452,"9,102,376","13,487,680","29,840", 
ABX-SYD,2014,10,"20,620",545,67.9,452,"9,320,240","13,724,980","30,365", 
ABX-SYD,2014,11,"19,516",508,69.2,452,"8,821,232","12,753,632","28,216", 
ABX-SYD,2014,12,"17,347",479,63.3,452,"7,840,844","12,394,744","27,422", 
ABX-SYD,2015,1,"15,445",406,63.7,452,"6,981,140","10,961,904","24,252",
ABX-SYD,2015,2,"15,343",456,59.2,452,"6,935,036","11,723,072","25,936", 
ABX-SYD,2015,3,"19,496",532,65.9,452,"8,812,192","13,379,200","29,600", 
ABX-SYD,2015,4,"17,562",478,65,452,"7,938,024","12,216,204","27,027", 
ABX-SYD,2015,5,"18,207",529,62.6,452,"8,229,564","13,136,024","29,062", 
ABX-SYD,2015,6,"17,267",500,62.9,452,"7,804,684","12,414,180","27,465",
ABX-SYD,2015,7,"19,084",542,64.6,452,"8,625,968","13,353,888","29,544",
ABX-SYD,2015,8,"19,722",533,67.1,452,"8,914,344","13,279,760","29,380",
ABX-SYD,2015,9,"18,471",524,63.9,452,"8,348,892","13,057,376","28,888",
ABX-SYD,2015,10,"19,489",531,66.4,452,"8,809,028","13,257,612","29,331",
ABX-SYD,2015,11,"18,864",508,67.2,452,"8,526,528","12,688,544","28,072",
ABX-SYD,2015,12,"18,015",470,66.8,452,"8,142,780","12,196,316","26,983",
ABX-SYD,2016,1,"16,007",387,67,452,"7,235,164","10,795,568","23,884",
ABX-SYD,2016,2,"16,461",487,67.2,452,"7,440,372","12,203,548","26,999",
ABX-SYD,2016,3,"19,486",519,67.5,452,"8,807,672","13,056,020","28,885",
ABX-SYD,2016,4,"19,155",522,66.1,452,"8,658,060","13,103,028","28,989",
ABX-SYD,2016,5,"19,278",561,63.8,452,"8,713,656","13,657,632","30,216",
ABX-SYD,2016,6,"17,766",529,61.7,452,"8,030,232","13,020,312","28,806",
ABX-SYD,2016,7,"19,599",548,66.8,452,"8,858,748","13,268,460","29,355",
ABX-SYD,2016,8,"20,126",574,65.3,452,"9,096,952","13,923,408","30,804",
ABX-SYD,2016,9,"20,218",549,68.1,452,"9,138,536","13,417,168","29,684",
ABX-SYD,2016,10,"19,717",547,66.3,452,"8,912,084","13,450,164","29,757",
ABX-SYD,2016,11,"19,110",540,66,452,"8,637,720","13,079,524","28,937",
ABX-SYD,2016,12,"18,219",510,63.1,452,"8,234,988","13,051,952","28,876",
ABX-SYD,2017,1,"15,267",422,59.2,452,"6,900,684","11,652,560","25,780",
ABX-SYD,2017,2,"15,202",490,56.9,452,"6,871,304","12,084,220","26,735",
ABX-SYD,2017,3,"20,072",560,65.8,452,"9,072,544","13,782,384","30,492",
ABX-SYD,2017,4,"19,438",506,69.2,452,"8,785,976","12,697,584","28,092",
ABX-SYD,2017,5,"19,325",544,65.2,452,"8,734,900","13,405,416","29,658",
ABX-SYD,2017,6,"18,132",501,65.3,452,"8,195,664","12,554,752","27,776",
ABX-SYD,2017,7,"20,380",537,69.4,452,"9,211,760","13,269,816","29,358",
ABX-SYD,2017,8,"20,164",561,66.2,452,"9,114,128","13,772,892","30,471",
ABX-SYD,2017,9,"19,604",498,73.4,452,"8,861,008","12,072,016","26,708",
ABX-SYD,2017,10,"19,738",495,74.5,452,"8,921,576","11,980,712","26,506",
ABX-SYD,2017,11,"19,175",500,71.2,452,"8,667,100","12,170,100","26,925",
ABX-SYD,2017,12,"17,528",440,70.6,452,"7,922,656","11,227,228","24,839",
ABX-SYD,2018,1,"15,532",378,69.6,452,"7,020,464","10,083,216","22,308",
ABX-SYD,2018,2,"15,109",416,66.1,452,"6,829,268","10,334,980","22,865",
ABX-SYD,2018,3,"18,921",487,70.6,452,"8,552,292","12,116,312","26,806",
ABX-SYD,2018,4,"18,266",455,71.1,452,"8,256,232","11,607,360","25,680",
ABX-SYD,2018,5,"18,955",514,67.1,452,"8,567,660","12,771,712","28,256",
ABX-SYD,2018,6,"18,464",479,69.9,452,"8,345,728","11,931,896","26,398",
ABX-SYD,2018,7,"20,622",502,72.9,452,"9,321,144","12,791,600","28,300",
ABX-SYD,2018,8,"21,410",535,72.7,452,"9,677,320","13,316,824","29,462",
ABX-SYD,2018,9,"19,983",502,72.2,452,"9,032,316","12,502,772","27,661",
ABX-SYD,2018,10,"21,260",537,72.5,452,"9,609,520","13,259,872","29,336",
ABX-SYD,2018,11,"19,798",504,72.7,452,"8,948,696","12,311,576","27,238",
ABX-SYD,2018,12,"18,020",445,71.9,452,"8,145,040","11,332,544","25,072",
ABX-SYD,2019,1,"15,654",384,68.3,452,"7,075,608","10,365,716","22,933",
ABX-SYD,2019,2,"15,694",449,63.4,452,"7,093,688","11,180,220","24,735",
ABX-SYD,2019,3,"19,333",537,66.6,452,"8,738,516","13,119,752","29,026",
ABX-SYD,2019,4,"19,015",497,69.9,452,"8,594,780","12,300,276","27,213",
ABX-SYD,2019,5,"19,771",542,67.7,452,"8,936,492","13,200,208","29,204",
ABX-SYD,2019,6,"18,094",483,69.1,452,"8,178,488","11,836,524","26,187",
ABX-SYD,2019,7,"20,910",541,71.1,452,"9,451,320","13,296,032","29,416",
ABX-SYD,2019,8,"21,380",525,75,452,"9,663,760","12,892,396","28,523",
ABX-SYD,2019,9,"20,194",521,72.7,452,"9,127,688","12,556,560","27,780",
ABX-SYD,2019,10,"21,479",534,74,452,"9,708,508","13,126,080","29,040",
ABX-SYD,2019,11,"20,654",525,73.3,452,"9,335,608","12,744,140","28,195",
ABX-SYD,2019,12,"17,971",460,70.9,452,"8,122,892","11,456,844","25,347",
ABX-SYD,2020,1,"12,665",323,68.4,452,"5,724,580","8,372,396","18,523",
ABX-SYD,2020,2,"15,546",459,64.1,452,"7,026,792","10,958,740","24,245",
ABX-SYD,2020,3,"12,140",435,52.6,452,"5,487,280","10,427,188","23,069",
ABX-SYD,2021,3,"9,871",291,58.2,452,"4,461,692","7,672,248","16,974",
ABX-SYD,2021,4,"10,648",315,55.1,452,"4,812,896","8,728,120","19,310",
ABX-SYD,2021,5,"11,507",322,58.9,452,"5,201,164","8,832,080","19,540",
ABX-SYD,2021,6,"9,726",308,53.3,452,"4,396,152","8,255,328","18,264",
ABX-SYD,2021,12,"8,288",300,47.9,452,"3,746,176","7,828,640","17,320",
ABX-SYD,2022,3,"11,842",356,63.3,452,"5,352,584","8,456,016","18,708",
ABX-SYD,2022,4,"12,673",374,65.4,452,"5,728,196","8,756,144","19,372",
ABX-SYD,2022,5,"12,950",398,61.9,452,"5,853,400","9,457,648","20,924",
ABX-SYD,2022,6,"13,152",384,65.6,452,"5,944,704","9,061,696","20,048",
ABX-SYD,2022,7,"14,831",430,66.9,452,"6,703,612","10,026,716","22,183",
ABX-SYD,2022,8,"15,490",471,63.3,452,"7,001,480","11,053,208","24,454",
ABX-SYD,2022,9,"15,209",425,72.4,452,"6,874,468","9,500,588","21,019",
ABX-SYD,2022,10,"14,159",407,68.9,452,"6,399,868","9,292,216","20,558",
ABX-SYD,2022,11,"14,203",433,63.8,452,"6,419,756","10,060,616","22,258",
ABX-SYD,2022,12,"12,646",388,60.7,452,"5,715,992","9,412,448","20,824",
ABX-SYD,2023,1,"10,480",342,55.8,452,"4,736,960","8,485,848","18,774",
ABX-SYD,2023,2,"11,348",395,56.3,452,"5,129,296","9,118,648","20,174",
ABX-SYD,2023,3,"15,493",484,62.8,452,"7,002,836","11,157,168","24,684",
ABX-SYD,2023,4,"13,744",425,63.8,452,"6,212,288","9,744,216","21,558",
ABX-SYD,2023,5,"13,679",407,66.6,452,"6,182,908","9,281,368","20,534",
ABX-SYD,2023,6,"14,238",408,66.7,452,"6,435,576","9,642,064","21,332",
ABX-SYD,2023,7,"14,313",402,67.3,452,"6,469,476","9,614,944","21,272",
ABX-SYD,2023,8,"15,895",447,69.2,452,"7,184,540","10,387,864","22,982",
ABX-SYD,2023,9,"14,398",392,71.7,452,"6,507,896","9,071,188","20,069",
ABX-SYD,2023,10,"14,279",373,72,452,"6,454,108","8,963,160","19,830",
ABX-SYD,2023,11,"14,738",368,72.8,452,"6,661,576","9,148,932","20,241",
ABX-SYD,2023,12,"13,101",347,68.6,452,"5,921,652","8,626,872","19,086",
ABX-SYD,2024,1,"10,938",308,60.9,452,"4,943,976","8,121,988","17,969",
ABX-SYD,2024,2,"12,150",334,65.8,452,"5,491,800","8,347,536","18,468",
ABX-SYD,2024,3,"14,419",328,75.8,452,"6,517,388","8,602,916","19,033",
ABX-SYD,2024,4,"12,536",362,65.8,452,"5,666,272","8,607,888","19,044",
ABX-SYD,2024,5,"14,792",391,70.7,452,"6,685,984","9,453,128","20,914",
ABX-SYD,2024,6,"13,533",368,68.8,452,"6,116,916","8,895,360","19,680",
ABX-SYD,2024,7,"14,953",390,72.1,452,"6,758,756","9,379,000","20,750",
ABX-SYD,2024,8,"14,601",386,70.5,452,"6,599,652","9,356,852","20,701",
ABX-SYD,2024,9,"13,246",362,69.1,452,"5,987,192","8,662,128","19,164",
ABX-SYD,2024,10,"13,957",358,73.1,452,"6,308,564","8,625,968","19,084",
ABX-SYD,2024,11,"13,826",330,74.7,452,"6,249,352","8,362,000","18,500",
ABX-SYD,2024,12,"12,359",312,68.9,452,"5,586,268","8,103,456","17,928",
ABX-SYD,2025,1,"10,817",273,63.8,452,"4,889,284","7,658,236","16,943",
ABX-SYD,2025,2,"11,873",295,71.5,452,"5,366,596","7,508,172","16,611",
ABX-SYD,2025,3,"13,609",321,76.6,452,"6,151,268","8,028,424","17,762",
ABX-SYD,2025,4,"12,431",296,76,452,"5,618,812","7,391,104","16,352",
ABX-SYD,2025,5,"12,898",327,73.4,452,"5,829,896","7,945,256","17,578",
ABX-SYD,2025,6,"11,874",306,72.1,452,"5,367,048","7,447,152","16,476",
ABX-SYD,2025,7,"13,457",336,74.5,452,"6,082,564","8,163,120","18,060",
ABX-SYD,2025,8,"13,436",326,76.5,452,"6,073,072","7,942,544","17,572",
ABX-SYD,2025,9,"13,330",325,75.4,452,"6,025,160","7,990,456","17,678",
ABX-SYD,2025,10,"14,315",331,78.2,452,"6,470,380","8,274,312","18,306",
ABX-SYD,2025,11,"14,580",345,74.9,452,"6,590,160","8,798,632","19,466",
ABX-SYD,2025,12,"13,188",306,73.3,452,"5,960,976","8,126,960","17,980",
ABX-SYD,2015,4,"10,714",98,70.3,"1,316","14,099,624","20,042,680","15,230",
ADL-ASP,2015,5,"8,526",96,57.1,"1,316","11,220,216","19,643,932","14,927", 
ADL-ASP,2015,6,"9,846",94,67.5,"1,316","12,957,336","19,184,648","14,578",
ADL-ASP,2015,7,"12,480",98,81.7,"1,316","16,423,680","20,100,584","15,274",
ADL-ASP,2015,8,"10,932",96,73.2,"1,316","14,386,512","19,661,040","14,940",
ADL-ASP,2015,9,"10,511",93,72.9,"1,316","13,832,476","18,974,088","14,418",
ADL-ASP,2015,10,"11,038",96,73.8,"1,316","14,526,008","19,692,624","14,964",
ADL-ASP,2015,11,"10,367",94,70.9,"1,316","13,642,972","19,232,024","14,614",
ADL-ASP,2015,12,"9,266",98,60.4,"1,316","12,194,056","20,172,964","15,329",
ADL-ASP,2016,1,"8,308",94,56.7,"1,316","10,933,328","19,297,824","14,664",
ADL-ASP,2016,2,"8,109",92,56.5,"1,316","10,671,444","18,871,440","14,340",
ADL-ASP,2016,3,"10,221",98,66.5,"1,316","13,450,836","20,219,024","15,364",
ADL-ASP,2016,4,"9,500",92,65.9,"1,316","12,502,000","18,958,296","14,406",
ADL-ASP,2016,5,"9,751",97,63.5,"1,316","12,832,316","20,208,496","15,356",
ADL-ASP,2016,6,"10,370",96,68.4,"1,316","13,646,920","19,963,720","15,170",
ADL-ASP,2016,7,"11,719",93,79.5,"1,316","15,422,204","19,408,368","14,748",
ADL-ASP,2016,8,"10,207",98,65.4,"1,316","13,432,412","20,537,496","15,606",
ADL-ASP,2016,9,"11,127",94,74.5,"1,316","14,643,132","19,661,040","14,940",
ADL-ASP,2016,10,"11,581",96,76,"1,316","15,240,596","20,061,104","15,244",
ADL-ASP,2016,11,"10,299",94,69,"1,316","13,553,484","19,642,616","14,926",
ADL-ASP,2016,12,"9,522",99,60.1,"1,316","12,530,952","20,858,600","15,850",
ADL-ASP,2017,1,"8,836",94,59.4,"1,316","11,628,176","19,562,340","14,865",
ADL-ASP,2017,2,"8,126",88,58.8,"1,316","10,693,816","18,179,224","13,814",
ADL-ASP,2017,3,"10,289",98,66,"1,316","13,540,324","20,501,964","15,579",
ADL-ASP,2017,4,"10,705",93,72.3,"1,316","14,087,780","19,487,328","14,808",
ADL-ASP,2017,5,"9,413",98,59.9,"1,316","12,387,508","20,663,832","15,702",
ADL-ASP,2017,6,"10,280",94,68.6,"1,316","13,528,480","19,725,524","14,989",
ADL-ASP,2017,7,"12,094",96,79,"1,316","15,915,704","20,134,800","15,300",
ADL-ASP,2017,8,"10,950",98,69.9,"1,316","14,410,200","20,608,560","15,660",
ADL-ASP,2017,9,"11,052",106,74.9,"1,316","14,544,432","19,407,052","14,747",
ADL-ASP,2017,10,"12,089",113,76.7,"1,316","15,909,124","20,753,320","15,770",
ADL-ASP,2017,11,"10,903",113,71.1,"1,316","14,348,348","20,172,964","15,329",
ADL-ASP,2017,12,"9,729",110,64.1,"1,316","12,803,364","19,988,724","15,189",
ADL-ASP,2018,1,"9,911",115,63.5,"1,316","13,042,876","20,551,972","15,617",
ADL-ASP,2018,2,"9,190",102,66.8,"1,316","12,094,040","18,104,212","13,757",
ADL-ASP,2018,3,"10,851",112,71,"1,316","14,279,916","20,121,640","15,290",
ADL-ASP,2018,4,"10,759",106,71.9,"1,316","14,158,844","19,680,780","14,955",
ADL-ASP,2018,5,"10,080",117,61.6,"1,316","13,265,280","21,550,816","16,376",
ADL-ASP,2018,6,"10,259",109,68.5,"1,316","13,500,844","19,721,576","14,986",
ADL-ASP,2018,7,"12,661",111,81,"1,316","16,661,876","20,567,764","15,629",
ADL-ASP,2018,8,"11,392",116,71.4,"1,316","14,991,872","21,008,624","15,964",
ADL-ASP,2018,9,"11,177",109,74,"1,316","14,708,932","19,866,336","15,096",
ADL-ASP,2018,10,"12,504",114,79.9,"1,316","16,455,264","20,604,612","15,657",
ADL-ASP,2018,11,"11,086",108,74.1,"1,316","14,589,176","19,678,148","14,953",
ADL-ASP,2018,12,"10,424",115,65.9,"1,316","13,717,984","20,812,540","15,815",
ADL-ASP,2019,1,"10,281",115,66.6,"1,316","13,529,796","20,329,568","15,448",
ADL-ASP,2019,2,"9,463",104,66.1,"1,316","12,453,308","18,829,328","14,308",
ADL-ASP,2019,3,"11,043",118,67.9,"1,316","14,532,588","21,417,900","16,275",
ADL-ASP,2019,4,"14,062",124,78.1,"1,316","18,505,592","23,680,104","17,994",
ADL-ASP,2019,5,"12,744",123,73.4,"1,316","16,771,104","22,847,076","17,361",
ADL-ASP,2019,6,"12,995",117,79.6,"1,316","17,101,420","21,488,964","16,329",
ADL-ASP,2019,7,"14,610",126,82,"1,316","19,226,760","23,435,328","17,808",
ADL-ASP,2019,8,"12,776",122,75.4,"1,316","16,813,216","22,293,040","16,940",
ADL-ASP,2019,9,"12,781",118,77.5,"1,316","16,819,796","21,708,736","16,496",
ADL-ASP,2019,10,"13,355",123,78.9,"1,316","17,575,180","22,279,880","16,930",
ADL-ASP,2019,11,"11,053",118,76.9,"1,316","14,545,748","18,918,816","14,376",
ADL-ASP,2019,12,"9,466",120,64.5,"1,316","12,457,256","19,324,144","14,684",
ADL-ASP,2020,1,"8,618",113,61.9,"1,316","11,341,288","18,335,828","13,933",
ADL-ASP,2020,2,"8,505",114,57.1,"1,316","11,192,580","19,592,608","14,888",
ADL-ASP,2020,3,"7,152",114,46.2,"1,316","9,412,032","20,388,788","15,493",
ADL-ASP,2020,10,"9,390",129,62,"1,316","12,357,240","19,920,292","15,137",
ADL-ASP,2021,1,"8,618",126,56.3,"1,316","11,341,288","20,128,220","15,295",
ADL-ASP,2021,3,"9,846",140,59.1,"1,316","12,957,336","21,932,456","16,666",
ADL-ASP,2021,4,"9,479",124,63.5,"1,316","12,474,364","19,650,512","14,932",
ADL-ASP,2021,5,"9,156",135,60.7,"1,316","12,049,296","19,840,016","15,076",
ADL-ASP,2021,6,"8,502",174,58.3,"1,316","11,188,632","19,185,964","14,579",
ADL-ASP,2021,10,"8,052",128,52.6,"1,316","10,596,432","20,138,748","15,303",
ADL-ASP,2022,4,"9,447",142,70.3,"1,316","12,538,848","17,834,432","11,413",
ADL-ASP,2022,5,"9,494",152,70.3,"1,316","12,538,848","17,834,432","14,424",
ADL-ASP,2022,6,"9,528",114,70.3,"1,316","12,538,848","17,834,432","13,552",
ADL-ASP,2022,7,"11,038",128,80.4,"1,316","14,526,008","18,072,628","13,733",
ADL-ASP,2022,8,"10,430",160,79.2,"1,316","13,725,880","17,322,508","13,163",
ADL-ASP,2022,9,"9,876",154,77,"1,316","12,996,816","16,872,436","12,821",
ADL-ASP,2022,10,"9,312",154,71.4,"1,316","12,254,592","17,160,640","13,040",
ADL-ASP,2022,11,"7,988",154,63.6,"1,316","10,512,208","16,528,960","12,560",
ADL-ASP,2022,12,"7,574",158,57.8,"1,316","9,967,384","17,254,076","13,111",
ADL-ASP,2023,1,"6,687",134,63.6,"1,316","8,800,092","13,837,740","10,515",
ADL-ASP,2023,2,"6,865",136,65.5,"1,316","9,034,340","13,799,576","10,486",
ADL-ASP,2023,3,"9,119",162,69.1,"1,316","12,000,604","17,376,464","13,204",
ADL-ASP,2023,4,"10,107",156,74.5,"1,316","13,300,812","17,847,592","13,562",
