Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2010,5,201005,Sydney,Townsville,Sydney - Townsville,278.95,422.7926931
2010,5,201005,Sydney,Wagga Wagga,Sydney - Wagga Wagga,214,324.3507307
2010,5,201005,Newcastle,Gold Coast,Newcastle - Gold Coast,168.95,256.0703549
2010,6,201006,Adelaide,Alice Springs,Adelaide - Alice Springs,524,794.2045929
2010,6,201006,Adelaide,Brisbane,Adelaide - Brisbane,116,175.8162839
2010,6,201006,Adelaide,Canberra,Adelaide - Canberra,258,391.039666
2010,6,201006,Adelaide,Darwin,Adelaide - Darwin,558,845.736952
2010,6,201006,Adelaide,Gold Coast,Adelaide - Gold Coast,146,221.2860125
2010,6,201006,Adelaide,Melbourne,Adelaide - Melbourne,56,84.87682672
2010,6,201006,Adelaide,Perth,Adelaide - Perth,348,527.4488518
2010,6,201006,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,269.2565762
2010,6,201006,Adelaide,Sydney,Adelaide - Sydney,86,130.3465553
2010,6,201006,Albury,Sydney,Albury - Sydney,170,257.6617954
2010,6,201006,Alice Springs,Darwin,Alice Springs - Darwin,598,906.3632568
2010,6,201006,Alice Springs,Melbourne,Alice Springs - Melbourne,276,418.3215031
2010,6,201006,Alice Springs,Sydney,Alice Springs - Sydney,728,1103.398747
2010,6,201006,Avalon,Brisbane,Avalon - Brisbane,158,239.473904
2010,6,201006,Avalon,Sydney,Avalon - Sydney,88,133.3778706
2010,6,201006,Ayers Rock,Cairns,Ayers Rock - Cairns,748,1133.7119
2010,6,201006,Ayers Rock,Sydney,Ayers Rock - Sydney,714,1082.179541
2010,6,201006,Ballina,Sydney,Ballina - Sydney,158,239.473904
2010,6,201006,Brisbane,Cairns,Brisbane - Cairns,298,451.6659708
2010,6,201006,Brisbane,Canberra,Brisbane - Canberra,235,356.1795407
2010,6,201006,Brisbane,Darwin,Brisbane - Darwin,568,860.8935282
2010,6,201006,Brisbane,Emerald,Brisbane - Emerald,316,478.9478079
2010,6,201006,Brisbane,Gladstone,Brisbane - Gladstone,182,275.8496868
2010,6,201006,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,269.7870564
2010,6,201006,Brisbane,Mackay,Brisbane - Mackay,148,224.3173278
2010,6,201006,Brisbane,Melbourne,Brisbane - Melbourne,116,175.8162839
2010,6,201006,Brisbane,Mount Isa,Brisbane - Mount Isa,544,824.5177453
2010,6,201006,Brisbane,Perth,Brisbane - Perth,648,982.1461378
2010,6,201006,Brisbane,Proserpine,Brisbane - Proserpine,138,209.1607516
2010,6,201006,Brisbane,Rockhampton,Brisbane - Rockhampton,56,84.87682672
2010,6,201006,Brisbane,Sydney,Brisbane - Sydney,130,197.0354906
2010,6,201006,Brisbane,Townsville,Brisbane - Townsville,228,345.5699374
2010,6,201006,Brisbane,Newcastle,Brisbane - Newcastle,88,133.3778706
2010,6,201006,Broome,Perth,Broome - Perth,368,557.7620042
2010,6,201006,Bundaberg,Brisbane,Bundaberg - Brisbane,210,318.2881002
2010,6,201006,Cairns,Melbourne,Cairns - Melbourne,498,754.7974948
2010,6,201006,Cairns,Sydney,Cairns - Sydney,408,618.388309
2010,6,201006,Cairns,Townsville,Cairns - Townsville,118,178.8475992
2010,6,201006,Canberra,Melbourne,Canberra - Melbourne,86,130.3465553
2010,6,201006,Canberra,Sydney,Canberra - Sydney,154,233.4112735
2010,6,201006,Coffs Harbour,Sydney,Coffs Harbour - Sydney,154,233.4112735
2010,6,201006,Darwin,Melbourne,Darwin - Melbourne,458,694.17119
2010,6,201006,Darwin,Perth,Darwin - Perth,548,830.5803758
2010,6,201006,Darwin,Sydney,Darwin - Sydney,498,754.7974948
2010,6,201006,Devonport,Melbourne,Devonport - Melbourne,239,362.2421712
2010,6,201006,Dubbo,Sydney,Dubbo - Sydney,249.42,378.0353236
2010,6,201006,Geraldton,Perth,Geraldton - Perth,316.99,480.448309
2010,6,201006,Gold Coast,Sydney,Gold Coast - Sydney,106,160.6597077
2010,6,201006,Hamilton Island,Sydney,Hamilton Island - Sydney,278,421.3528184
2010,6,201006,Hervey Bay,Sydney,Hervey Bay - Sydney,264,400.1336117
2010,6,201006,Hobart,Melbourne,Hobart - Melbourne,56,84.87682672
2010,6,201006,Hobart,Sydney,Hobart - Sydney,198,300.1002088
2010,6,201006,Kalgoorlie,Perth,Kalgoorlie - Perth,261.22,395.9200835
2010,6,201006,Karratha,Perth,Karratha - Perth,321.97,487.9962839
2010,6,201006,Launceston,Melbourne,Launceston - Melbourne,56,84.87682672
2010,6,201006,Launceston,Sydney,Launceston - Sydney,158,239.473904
2010,6,201006,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,196,297.0688935
2010,6,201006,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,269.7870564
2010,6,201006,Melbourne,Gold Coast,Melbourne - Gold Coast,128,194.0041754
2010,6,201006,Melbourne,Mildura,Melbourne - Mildura,124,187.9415449
2010,6,201006,Melbourne,Perth,Melbourne - Perth,486,736.6096033
2010,6,201006,Melbourne,Sydney,Melbourne - Sydney,116,175.8162839
2010,6,201006,Melbourne,Newcastle,Melbourne - Newcastle,150,227.348643
2010,6,201006,Paraburdoo,Perth,Paraburdoo - Perth,429,650.217119
2010,6,201006,Perth,Newman,Perth - Newman,350,530.480167
2010,6,201006,Perth,Port Hedland,Perth - Port Hedland,398,603.2317328
2010,6,201006,Perth,Sydney,Perth - Sydney,379,574.434238
2010,6,201006,Port Macquarie,Sydney,Port Macquarie - Sydney,158,239.473904
2010,6,201006,Sydney,Tamworth,Sydney - Tamworth,230,348.6012526
2010,6,201006,Sydney,Townsville,Sydney - Townsville,318,481.9791232
2010,6,201006,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,327.5487683
2010,6,201006,Newcastle,Gold Coast,Newcastle - Gold Coast,138,209.1607516
2010,7,201007,Adelaide,Alice Springs,Adelaide - Alice Springs,479,720.7336788
2010,7,201007,Adelaide,Brisbane,Adelaide - Brisbane,136,204.6341969
2010,7,201007,Adelaide,Canberra,Adelaide - Canberra,258,388.2031088
2010,7,201007,Adelaide,Darwin,Adelaide - Darwin,558,839.6020725
2010,7,201007,Adelaide,Gold Coast,Adelaide - Gold Coast,136,204.6341969
2010,7,201007,Adelaide,Melbourne,Adelaide - Melbourne,77.9,117.2132642
2010,7,201007,Adelaide,Perth,Adelaide - Perth,308,463.4362694
2010,7,201007,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,267.3034197
2010,7,201007,Adelaide,Sydney,Adelaide - Sydney,76,114.3544041
2010,7,201007,Albury,Sydney,Albury - Sydney,186.61,280.7852021
2010,7,201007,Alice Springs,Darwin,Alice Springs - Darwin,867,1304.543005
2010,7,201007,Alice Springs,Melbourne,Alice Springs - Melbourne,296,445.3803109
2010,7,201007,Alice Springs,Sydney,Alice Springs - Sydney,778,1170.627979
2010,7,201007,Avalon,Brisbane,Avalon - Brisbane,178,267.8300518
2010,7,201007,Avalon,Sydney,Avalon - Sydney,118,177.5502591
2010,7,201007,Ayers Rock,Cairns,Ayers Rock - Cairns,748,1125.488083
2010,7,201007,Ayers Rock,Sydney,Ayers Rock - Sydney,794,1194.702591
2010,7,201007,Ballina,Sydney,Ballina - Sydney,128,192.5968912
2010,7,201007,Brisbane,Cairns,Brisbane - Cairns,250,376.1658031
2010,7,201007,Brisbane,Canberra,Brisbane - Canberra,218,328.0165803
2010,7,201007,Brisbane,Darwin,Brisbane - Darwin,408,613.9025907
2010,7,201007,Brisbane,Emerald,Brisbane - Emerald,246,370.1471503
2010,7,201007,Brisbane,Gladstone,Brisbane - Gladstone,178,267.8300518
2010,7,201007,Brisbane,Hamilton Island,Brisbane - Hamilton Island,148,222.6901554
2010,7,201007,Brisbane,Mackay,Brisbane - Mackay,128,192.5968912
2010,7,201007,Brisbane,Melbourne,Brisbane - Melbourne,97.9,147.3065285
2010,7,201007,Brisbane,Mount Isa,Brisbane - Mount Isa,544,818.5367876
2010,7,201007,Brisbane,Perth,Brisbane - Perth,458,689.1357513
2010,7,201007,Brisbane,Proserpine,Brisbane - Proserpine,188,282.8766839
2010,7,201007,Brisbane,Rockhampton,Brisbane - Rockhampton,77.9,117.2132642
2010,7,201007,Brisbane,Sydney,Brisbane - Sydney,148,222.6901554
2010,7,201007,Brisbane,Townsville,Brisbane - Townsville,218,328.0165803
2010,7,201007,Brisbane,Newcastle,Brisbane - Newcastle,98,147.4569948
2010,7,201007,Broome,Perth,Broome - Perth,397,597.3512953
2010,7,201007,Bundaberg,Brisbane,Bundaberg - Brisbane,170,255.7927461
2010,7,201007,Cairns,Melbourne,Cairns - Melbourne,428,643.9958549
2010,7,201007,Cairns,Sydney,Cairns - Sydney,327,492.0248705
2010,7,201007,Cairns,Townsville,Cairns - Townsville,138,207.6435233
2010,7,201007,Canberra,Melbourne,Canberra - Melbourne,77.9,117.2132642
2010,7,201007,Canberra,Sydney,Canberra - Sydney,158,237.7367876
2010,7,201007,Coffs Harbour,Sydney,Coffs Harbour - Sydney,178,267.8300518
2010,7,201007,Darwin,Melbourne,Darwin - Melbourne,296,445.3803109
2010,7,201007,Darwin,Perth,Darwin - Perth,458,689.1357513
2010,7,201007,Darwin,Sydney,Darwin - Sydney,558,839.6020725
2010,7,201007,Devonport,Melbourne,Devonport - Melbourne,239,359.6145078
2010,7,201007,Dubbo,Sydney,Dubbo - Sydney,249.42,375.2930984
2010,7,201007,Geraldton,Perth,Geraldton - Perth,316.99,476.9631917
2010,7,201007,Gold Coast,Sydney,Gold Coast - Sydney,87.9,132.2598964
2010,7,201007,Hamilton Island,Sydney,Hamilton Island - Sydney,318,478.4829016
2010,7,201007,Hervey Bay,Sydney,Hervey Bay - Sydney,228,343.0632124
2010,7,201007,Hobart,Melbourne,Hobart - Melbourne,57.9,87.12
2010,7,201007,Hobart,Sydney,Hobart - Sydney,168,252.7834197
2010,7,201007,Kalgoorlie,Perth,Kalgoorlie - Perth,375,564.2487047
2010,7,201007,Karratha,Perth,Karratha - Perth,321.97,484.4564145
2010,7,201007,Launceston,Melbourne,Launceston - Melbourne,57.9,87.12
2010,7,201007,Launceston,Sydney,Launceston - Sydney,168,252.7834197
2010,7,201007,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,136.95,206.0636269
2010,7,201007,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,177.5502591
2010,7,201007,Melbourne,Gold Coast,Melbourne - Gold Coast,107.9,162.3531606
2010,7,201007,Melbourne,Mildura,Melbourne - Mildura,224.27,337.4508187
2010,7,201007,Melbourne,Perth,Melbourne - Perth,296,445.3803109
2010,7,201007,Melbourne,Sydney,Melbourne - Sydney,56,84.2611399
2010,7,201007,Melbourne,Newcastle,Melbourne - Newcastle,138,207.6435233
2010,7,201007,Paraburdoo,Perth,Paraburdoo - Perth,409,615.4072539
2010,7,201007,Perth,Newman,Perth - Newman,350,526.6321244
2010,7,201007,Perth,Port Hedland,Perth - Port Hedland,316,475.4735751
2010,7,201007,Perth,Sydney,Perth - Sydney,388,583.8093264
2010,7,201007,Port Macquarie,Sydney,Port Macquarie - Sydney,158,237.7367876
2010,7,201007,Sydney,Tamworth,Sydney - Tamworth,198,297.9233161
2010,7,201007,Sydney,Townsville,Sydney - Townsville,278,418.2963731
2010,7,201007,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,325.1727668
2010,7,201007,Newcastle,Gold Coast,Newcastle - Gold Coast,138,207.6435233
2010,8,201008,Adelaide,Alice Springs,Adelaide - Alice Springs,508,764.3689119
2010,8,201008,Adelaide,Brisbane,Adelaide - Brisbane,111.19,167.3035026
2010,8,201008,Adelaide,Canberra,Adelaide - Canberra,248,373.1564767
2010,8,201008,Adelaide,Darwin,Adelaide - Darwin,408,613.9025907
2010,8,201008,Adelaide,Gold Coast,Adelaide - Gold Coast,164.2,247.0656995
2010,8,201008,Adelaide,Melbourne,Adelaide - Melbourne,61.76,92.928
2010,8,201008,Adelaide,Perth,Adelaide - Perth,288,433.3430052
2010,8,201008,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,267.3034197
2010,8,201008,Adelaide,Sydney,Adelaide - Sydney,86.24,129.7621554
2010,8,201008,Albury,Sydney,Albury - Sydney,186.81,281.0861347
2010,8,201008,Alice Springs,Darwin,Alice Springs - Darwin,677,1018.656995
2010,8,201008,Alice Springs,Melbourne,Alice Springs - Melbourne,200.58,301.8053472
2010,8,201008,Alice Springs,Sydney,Alice Springs - Sydney,740,1113.450777
2010,8,201008,Avalon,Brisbane,Avalon - Brisbane,158,237.7367876
2010,8,201008,Avalon,Sydney,Avalon - Sydney,88,132.4103627
2010,8,201008,Ayers Rock,Cairns,Ayers Rock - Cairns,718,1080.348187
2010,8,201008,Ayers Rock,Sydney,Ayers Rock - Sydney,627,943.4238342
2010,8,201008,Ballina,Sydney,Ballina - Sydney,168,252.7834197
2010,8,201008,Brisbane,Cairns,Brisbane - Cairns,278,418.2963731
2010,8,201008,Brisbane,Canberra,Brisbane - Canberra,228,343.0632124
2010,8,201008,Brisbane,Darwin,Brisbane - Darwin,358,538.6694301
2010,8,201008,Brisbane,Emerald,Brisbane - Emerald,290,436.3523316
2010,8,201008,Brisbane,Gladstone,Brisbane - Gladstone,233,350.5865285
2010,8,201008,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,237.7367876
2010,8,201008,Brisbane,Mackay,Brisbane - Mackay,148,222.6901554
2010,8,201008,Brisbane,Melbourne,Brisbane - Melbourne,117.09,176.1810155
2010,8,201008,Brisbane,Mount Isa,Brisbane - Mount Isa,600,902.7979275
2010,8,201008,Brisbane,Perth,Brisbane - Perth,458,689.1357513
2010,8,201008,Brisbane,Proserpine,Brisbane - Proserpine,138,207.6435233
2010,8,201008,Brisbane,Rockhampton,Brisbane - Rockhampton,59.18,89.04596891
2010,8,201008,Brisbane,Sydney,Brisbane - Sydney,148,222.6901554
2010,8,201008,Brisbane,Townsville,Brisbane - Townsville,208,312.9699482
2010,8,201008,Brisbane,Newcastle,Brisbane - Newcastle,118,177.5502591
2010,8,201008,Broome,Perth,Broome - Perth,466,701.173057
2010,8,201008,Bundaberg,Brisbane,Bundaberg - Brisbane,217,326.5119171
2010,8,201008,Cairns,Melbourne,Cairns - Melbourne,488,734.2756477
2010,8,201008,Cairns,Sydney,Cairns - Sydney,397,597.3512953
2010,8,201008,Cairns,Townsville,Cairns - Townsville,138,207.6435233
2010,8,201008,Canberra,Melbourne,Canberra - Melbourne,87.31,131.3721451
2010,8,201008,Canberra,Sydney,Canberra - Sydney,158,237.7367876
2010,8,201008,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,285.8860104
2010,8,201008,Darwin,Melbourne,Darwin - Melbourne,192.88,290.2194404
2010,8,201008,Darwin,Perth,Darwin - Perth,478,719.2290155
2010,8,201008,Darwin,Sydney,Darwin - Sydney,438,659.042487
2010,8,201008,Devonport,Melbourne,Devonport - Melbourne,246,370.1471503
2010,8,201008,Dubbo,Sydney,Dubbo - Sydney,249.42,375.2930984
2010,8,201008,Geraldton,Perth,Geraldton - Perth,316.99,476.9631917
2010,8,201008,Gold Coast,Sydney,Gold Coast - Sydney,121.26,182.4554611
2010,8,201008,Hamilton Island,Sydney,Hamilton Island - Sydney,348,523.6227979
2010,8,201008,Hervey Bay,Sydney,Hervey Bay - Sydney,244,367.1378238
2010,8,201008,Hobart,Melbourne,Hobart - Melbourne,93.15,140.1593782
2010,8,201008,Hobart,Sydney,Hobart - Sydney,188,282.8766839
2010,8,201008,Kalgoorlie,Perth,Kalgoorlie - Perth,361,543.1834197
2010,8,201008,Karratha,Perth,Karratha - Perth,321.97,484.4564145
2010,8,201008,Launceston,Melbourne,Launceston - Melbourne,138,207.6435233
2010,8,201008,Launceston,Sydney,Launceston - Sydney,178,267.8300518
2010,8,201008,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,165.41,248.886342
2010,8,201008,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,297.9233161
2010,8,201008,Melbourne,Gold Coast,Melbourne - Gold Coast,128.74,193.710342
2010,8,201008,Melbourne,Mildura,Melbourne - Mildura,197.87,297.7277098
2010,8,201008,Melbourne,Perth,Melbourne - Perth,277.9,418.1459067
2010,8,201008,Melbourne,Sydney,Melbourne - Sydney,76.85,115.6333679
2010,8,201008,Melbourne,Newcastle,Melbourne - Newcastle,108,162.5036269
2010,8,201008,Paraburdoo,Perth,Paraburdoo - Perth,416,625.9398964
2010,8,201008,Perth,Newman,Perth - Newman,358,538.6694301
2010,8,201008,Perth,Port Hedland,Perth - Port Hedland,358,538.6694301
2010,8,201008,Perth,Sydney,Perth - Sydney,378,568.7626943
2010,8,201008,Port Macquarie,Sydney,Port Macquarie - Sydney,158,237.7367876
2010,8,201008,Sydney,Tamworth,Sydney - Tamworth,204,306.9512953
2010,8,201008,Sydney,Townsville,Sydney - Townsville,274,412.2777202
2010,8,201008,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,325.1727668
2010,8,201008,Newcastle,Gold Coast,Newcastle - Gold Coast,138,207.6435233
2010,9,201009,Adelaide,Alice Springs,Adelaide - Alice Springs,539,811.0134715
2010,9,201009,Adelaide,Brisbane,Adelaide - Brisbane,197.9,297.7728497
2010,9,201009,Adelaide,Canberra,Adelaide - Canberra,297,446.8849741
2010,9,201009,Adelaide,Darwin,Adelaide - Darwin,468,704.1823834
2010,9,201009,Adelaide,Gold Coast,Adelaide - Gold Coast,247.9,373.0060104
2010,9,201009,Adelaide,Melbourne,Adelaide - Melbourne,107.9,162.3531606
2010,9,201009,Adelaide,Perth,Adelaide - Perth,328,493.5295337
2010,9,201009,Adelaide,Port Lincoln,Adelaide - Port Lincoln,182.05,273.9239378
2010,9,201009,Adelaide,Sydney,Adelaide - Sydney,127.9,192.4464249
2010,9,201009,Albury,Sydney,Albury - Sydney,172,258.8020725
2010,9,201009,Alice Springs,Darwin,Alice Springs - Darwin,610,917.8445596
2010,9,201009,Alice Springs,Melbourne,Alice Springs - Melbourne,457.9,688.985285
2010,9,201009,Alice Springs,Sydney,Alice Springs - Sydney,658,990.0683938
2010,9,201009,Avalon,Brisbane,Avalon - Brisbane,218,328.0165803
2010,9,201009,Avalon,Sydney,Avalon - Sydney,88,132.4103627
2010,9,201009,Ayers Rock,Cairns,Ayers Rock - Cairns,769,1157.08601
2010,9,201009,Ayers Rock,Sydney,Ayers Rock - Sydney,495,744.8082902
2010,9,201009,Ballina,Sydney,Ballina - Sydney,248,373.1564767
2010,9,201009,Brisbane,Cairns,Brisbane - Cairns,278,418.2963731
2010,9,201009,Brisbane,Canberra,Brisbane - Canberra,176,264.8207254
2010,9,201009,Brisbane,Darwin,Brisbane - Darwin,358,538.6694301
2010,9,201009,Brisbane,Emerald,Brisbane - Emerald,328,493.5295337
2010,9,201009,Brisbane,Gladstone,Brisbane - Gladstone,233,350.5865285
2010,9,201009,Brisbane,Hamilton Island,Brisbane - Hamilton Island,358,538.6694301
2010,9,201009,Brisbane,Mackay,Brisbane - Mackay,148,222.6901554
2010,9,201009,Brisbane,Melbourne,Brisbane - Melbourne,217.9,327.866114
2010,9,201009,Brisbane,Mount Isa,Brisbane - Mount Isa,613,922.3585492
2010,9,201009,Brisbane,Perth,Brisbane - Perth,537,808.0041451
2010,9,201009,Brisbane,Proserpine,Brisbane - Proserpine,208,312.9699482
2010,9,201009,Brisbane,Rockhampton,Brisbane - Rockhampton,57.9,87.12
2010,9,201009,Brisbane,Sydney,Brisbane - Sydney,158,237.7367876
2010,9,201009,Brisbane,Townsville,Brisbane - Townsville,238,358.1098446
2010,9,201009,Brisbane,Newcastle,Brisbane - Newcastle,118,177.5502591
2010,9,201009,Broome,Perth,Broome - Perth,407,612.3979275
2010,9,201009,Bundaberg,Brisbane,Bundaberg - Brisbane,217,326.5119171
2010,9,201009,Cairns,Melbourne,Cairns - Melbourne,668,1005.115026
2010,9,201009,Cairns,Sydney,Cairns - Sydney,468,704.1823834
2010,9,201009,Cairns,Townsville,Cairns - Townsville,194,291.9046632
2010,9,201009,Canberra,Melbourne,Canberra - Melbourne,117.95,177.4750259
2010,9,201009,Canberra,Sydney,Canberra - Sydney,178,267.8300518
2010,9,201009,Coffs Harbour,Sydney,Coffs Harbour - Sydney,224,337.0445596
2010,9,201009,Darwin,Melbourne,Darwin - Melbourne,327.9,493.3790674
2010,9,201009,Darwin,Perth,Darwin - Perth,498,749.3222798
2010,9,201009,Darwin,Sydney,Darwin - Sydney,508,764.3689119
2010,9,201009,Devonport,Melbourne,Devonport - Melbourne,288,433.3430052
2010,9,201009,Dubbo,Sydney,Dubbo - Sydney,256.02,385.2238756
2010,9,201009,Geraldton,Perth,Geraldton - Perth,321.04,483.0570777
2010,9,201009,Gold Coast,Sydney,Gold Coast - Sydney,127.9,192.4464249
2010,9,201009,Hamilton Island,Sydney,Hamilton Island - Sydney,490,737.2849741
2010,9,201009,Hervey Bay,Sydney,Hervey Bay - Sydney,364,547.6974093
2010,9,201009,Hobart,Melbourne,Hobart - Melbourne,77.9,117.2132642
2010,9,201009,Hobart,Sydney,Hobart - Sydney,198,297.9233161
2010,9,201009,Kalgoorlie,Perth,Kalgoorlie - Perth,340,511.5854922
2010,9,201009,Karratha,Perth,Karratha - Perth,341.77,514.2487461
2010,9,201009,Launceston,Melbourne,Launceston - Melbourne,128,192.5968912
2010,9,201009,Launceston,Sydney,Launceston - Sydney,218,328.0165803
2010,9,201009,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,348,523.6227979
2010,9,201009,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,297.9233161
2010,9,201009,Melbourne,Gold Coast,Melbourne - Gold Coast,178,267.8300518
2010,9,201009,Melbourne,Mildura,Melbourne - Mildura,214,321.9979275
2010,9,201009,Melbourne,Perth,Melbourne - Perth,357.9,538.5189637
2010,9,201009,Melbourne,Sydney,Melbourne - Sydney,87.9,132.2598964
2010,9,201009,Melbourne,Newcastle,Melbourne - Newcastle,158,237.7367876
2010,9,201009,Paraburdoo,Perth,Paraburdoo - Perth,416,625.9398964
2010,9,201009,Perth,Newman,Perth - Newman,358,538.6694301
2010,9,201009,Perth,Port Hedland,Perth - Port Hedland,358,538.6694301
2010,9,201009,Perth,Sydney,Perth - Sydney,488,734.2756477
2010,9,201009,Port Macquarie,Sydney,Port Macquarie - Sydney,148,222.6901554
2010,9,201009,Sydney,Tamworth,Sydney - Tamworth,243,365.6331606
2010,9,201009,Sydney,Townsville,Sydney - Townsville,354,532.6507772
2010,9,201009,Sydney,Wagga Wagga,Sydney - Wagga Wagga,220.51,331.793285
2010,9,201009,Newcastle,Gold Coast,Newcastle - Gold Coast,188,282.8766839
2010,10,201010,Adelaide,Alice Springs,Adelaide - Alice Springs,431,645.8328173
2010,10,201010,Adelaide,Brisbane,Adelaide - Brisbane,147.9,221.6210526
2010,10,201010,Adelaide,Canberra,Adelaide - Canberra,266,398.5882353
2010,10,201010,Adelaide,Darwin,Adelaide - Darwin,348,521.4613003
2010,10,201010,Adelaide,Gold Coast,Adelaide - Gold Coast,157.9,236.6055728
